,Building ID,Brand,Shopping Center Address,City,State / Prov,Postal Code,Latitude,Longitude,name,address,request_url,url,closed_indicator,website,rating,num_reviews,price,type,description,activity,operations,hours,menu_link,phone,online_ordering_platforms,events,other_platform_ratings,top_review_comments,self_description,time_of_scrape
43,101260,CVS,Cloverdale Ave. & Miller St.,Winston-Salem,NC,27103,36.091031,-80.275314,CVS,"2221 Cloverdale Ave, Winston-Salem, NC 27103",https://www.google.com/search?hl=en&q=cvs+cloverdale%2Bave.%2B%26%2Bmiller%2Bst.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+cloverdale%2Bave.%2B%26%2Bmiller%2Bst.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/2221+Cloverdale+Avenue-Winston+Salem-NC-27103/storeid=3511?WT.mc_id=LS_GOOGLE_FS_3511,3.3,29,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 0, 12, 26, 43, 52, 54, 60, 70, 69, 59, 49, 32, 14, 0, 0, 0, 0]], [6, [0, 0, 21, 36, 47, 56, 69, 87, 100, 98, 88, 78, 69, 56, 40, 25, 14, 7]], [6, [0, 0, 21, 40, 59, 66, 61, 57, 64, 80, 90, 83, 63, 40, 25, 16, 9, 5]], [6, [0, 0, 15, 30, 52, 73, 84, 83, 76, 70, 67, 64, 59, 46, 30, 18, 8, 4]], [6, [0, 0, 25, 45, 56, 57, 61, 70, 70, 70, 80, 88, 85, 69, 43, 23, 9, 2]], [6, [0, 0, 21, 40, 61, 77, 80, 77, 73, 71, 73, 69, 60, 47, 32, 21, 11, 5]], [6, [0, 0, 22, 40, 59, 70, 74, 78, 85, 88, 78, 66, 57, 46, 28, 12, 2, 0]]]]",,"{'Wednesday': '8AM–12AM', 'Thursday': '8AM–12AM', 'Friday': '8AM–12AM', 'Saturday': '8AM–12AM', 'Sunday': '8AM–8PM', 'Monday': '8AM–12AM', 'Tuesday': '8AM–12AM'}",,(336) 724-7491,,,,,,2020-07-22 19:17:12.254095
44,110390,CVS,Old Keen Mill Rd. & Lee Chapel Rd.,Burke,VA,22015,38.777992,-77.274537,CVS,"9582 Old Keene Mill Rd, Burke, VA 22015",https://www.google.com/search?hl=en&q=cvs+old%2Bkeen%2Bmill%2Brd.%2B%26%2Blee%2Bchapel%2Brd.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+old%2Bkeen%2Bmill%2Brd.%2B%26%2Blee%2Bchapel%2Brd.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/9582+Old+Keene+Mill+Road-Burke-VA-22015/storeid=1390?WT.mc_id=LS_GOOGLE_FS_1390,2.7,15,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 0, 8, 25, 50, 73, 81, 72, 65, 72, 77, 65, 38, 15, 4, 1, 0, 0]], [6, [0, 0, 8, 20, 37, 54, 66, 66, 63, 69, 76, 69, 58, 41, 19, 4, 0, 0]], [6, [0, 0, 8, 23, 47, 75, 95, 97, 83, 69, 69, 75, 70, 51, 26, 9, 0, 0]], [6, [0, 0, 13, 27, 45, 63, 73, 70, 65, 66, 79, 90, 83, 59, 31, 12, 0, 0]], [6, [0, 0, 4, 22, 54, 68, 61, 66, 87, 95, 79, 54, 48, 50, 27, 5, 0, 0]], [6, [0, 0, 19, 45, 79, 100, 95, 75, 61, 66, 81, 87, 76, 52, 29, 12, 0, 0]], [6, [0, 0, 18, 33, 44, 54, 70, 91, 100, 91, 80, 68, 51, 31, 15, 6, 0, 0]]]]",,"{'Wednesday': '8AM–10PM', 'Thursday': '8AM–10PM', 'Friday': '8AM–10PM', 'Saturday': '8AM–10PM', 'Sunday': '8AM–10PM', 'Monday': '8AM–10PM', 'Tuesday': '8AM–10PM'}",,(703) 451-1595,,,,,,2020-07-22 19:17:12.761243
45,114160,CVS,McBean Pkwy. & Arroyo Park Dr.,Valencia,CA,91355,34.403946999999995,-118.55141,CVS,"25880 McBean Pkwy, Valencia, CA 91355",https://www.google.com/search?hl=en&q=cvs+mcbean%2Bpkwy.%2B%26%2Barroyo%2Bpark%2Bdr.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+mcbean%2Bpkwy.%2B%26%2Barroyo%2Bpark%2Bdr.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/25880+Mcbean+Parkway-Valencia-CA-91355/storeid=9858?WT.mc_id=LS_GOOGLE_FS_9858,4.1,24,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 2, 7, 18, 34, 51, 63, 68, 67, 64, 57, 44, 27, 13, 5, 1, 0, 0]], [6, [0, 7, 19, 39, 59, 74, 77, 74, 73, 76, 78, 72, 56, 37, 20, 8, 0, 0]], [6, [0, 10, 23, 44, 68, 87, 96, 94, 88, 81, 74, 63, 49, 32, 17, 8, 0, 0]], [6, [0, 6, 16, 33, 55, 75, 86, 87, 84, 86, 88, 79, 62, 45, 28, 11, 0, 0]], [6, [0, 10, 20, 35, 53, 71, 82, 84, 79, 73, 77, 84, 78, 54, 26, 8, 0, 0]], [6, [0, 21, 37, 56, 77, 92, 100, 97, 89, 83, 82, 80, 69, 49, 26, 10, 0, 0]], [6, [0, 5, 16, 36, 60, 82, 93, 92, 86, 80, 75, 66, 51, 35, 20, 9, 0, 0]]]]",,"{'Wednesday': '7AM–10PM', 'Thursday': '7AM–10PM', 'Friday': '7AM–10PM', 'Saturday': '7AM–10PM', 'Sunday': '7AM–10PM', 'Monday': '7AM–10PM', 'Tuesday': '7AM–10PM'}",,(661) 254-3766,,,,,,2020-07-22 19:17:13.132872
46,101330,CVS,E. 10th St. & Linwood Ave.,Indianapolis,IN,46201,39.780221999999995,-86.094207,CVS,"4401 E 10th St, Indianapolis, IN 46201",https://www.google.com/search?hl=en&q=cvs+e.%2B10th%2Bst.%2B%26%2Blinwood%2Bave.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+e.%2B10th%2Bst.%2B%26%2Blinwood%2Bave.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/4401+East+10th+Street-Indianapolis-IN-46201/storeid=6613?WT.mc_id=LS_GOOGLE_FS_6613,3.5,26,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 0, 0, 17, 42, 71, 86, 87, 84, 77, 66, 55, 39, 20, 5, 0, 0, 0]], [6, [0, 0, 0, 27, 40, 51, 57, 60, 64, 76, 87, 83, 61, 34, 14, 0, 0, 0]], [6, [0, 0, 0, 30, 48, 52, 60, 77, 72, 62, 82, 95, 65, 25, 5, 0, 0, 0]], [6, [0, 0, 0, 33, 49, 57, 56, 51, 59, 75, 79, 77, 66, 38, 11, 0, 0, 0]], [6, [0, 0, 0, 22, 40, 48, 65, 81, 68, 71, 97, 100, 68, 29, 8, 0, 0, 0]], [6, [0, 0, 0, 31, 54, 76, 85, 80, 72, 76, 90, 93, 73, 41, 16, 0, 0, 0]], [6, [0, 0, 0, 24, 50, 75, 84, 78, 80, 93, 100, 84, 53, 24, 8, 0, 0, 0]]]]",,"{'Wednesday': '9AM–9PM', 'Thursday': '9AM–9PM', 'Friday': '9AM–9PM', 'Saturday': '9AM–9PM', 'Sunday': '9AM–9PM', 'Monday': '9AM–9PM', 'Tuesday': '9AM–9PM'}",,(317) 353-2178,,,,,,2020-07-22 19:17:13.389162
47,116030,CVS,Vista Blvd. & N. D'Andrea Pkwy.,Sparks,NV,89434,39.556628,-119.70426,CVS,"2878 Vista Blvd, Sparks, NV 89434",https://www.google.com/search?hl=en&q=cvs+vista%2Bblvd.%2B%26%2Bn.%2Bd%27andrea%2Bpkwy.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+vista%2Bblvd.%2B%26%2Bn.%2Bd%27andrea%2Bpkwy.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/2878+Vista+Boulevard-Sparks-NV-89434/storeid=3948?WT.mc_id=LS_GOOGLE_FS_3948,2.5,26,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 0, 3, 17, 37, 46, 48, 59, 66, 57, 47, 38, 23, 8, 1, 0, 0, 0]], [6, [0, 0, 12, 29, 49, 59, 54, 47, 64, 94, 93, 76, 51, 16, 2, 0, 0, 0]], [6, [0, 0, 8, 24, 47, 70, 79, 70, 59, 71, 97, 100, 64, 24, 4, 0, 0, 0]], [6, [0, 0, 9, 25, 49, 67, 69, 60, 62, 80, 87, 82, 76, 39, 6, 0, 0, 0]], [6, [0, 0, 15, 43, 60, 49, 38, 49, 61, 66, 82, 91, 63, 24, 4, 0, 0, 0]], [6, [0, 0, 6, 35, 62, 53, 65, 95, 90, 76, 80, 82, 66, 40, 18, 0, 0, 0]], [6, [0, 0, 7, 20, 42, 64, 77, 79, 78, 81, 82, 73, 53, 30, 13, 0, 0, 0]]]]",,"{'Wednesday': '8AM–9PM', 'Thursday': '8AM–9PM', 'Friday': '8AM–9PM', 'Saturday': '8AM–9PM', 'Sunday': '8AM–9PM', 'Monday': '8AM–9PM', 'Tuesday': '8AM–9PM'}",,(775) 356-9708,,,,,,2020-07-22 19:17:13.439647
48,114210,CVS,Rosecrans St. & Midway Dr.,San Diego,CA,92110,32.747968,-117.20559399999999,CVS,"3327 Rosecrans Street Rosecrans And, Midway Dr, San Diego, CA 92110",https://www.google.com/search?hl=en&q=cvs+rosecrans%2Bst.%2B%26%2Bmidway%2Bdr.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+rosecrans%2Bst.%2B%26%2Bmidway%2Bdr.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/3327+Rosecrans+Street+Rosecrans+And+Midway+Drive-San+Diego-CA-92110/storeid=9165?WT.mc_id=LS_GOOGLE_FS_9165,3.0,20,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 6, 16, 33, 56, 77, 83, 75, 59, 50, 48, 50, 45, 32, 17, 8, 0, 0]], [6, [0, 14, 33, 59, 82, 88, 79, 66, 62, 67, 69, 61, 43, 24, 11, 4, 0, 0]], [6, [0, 11, 30, 54, 69, 61, 48, 48, 62, 80, 88, 82, 66, 45, 25, 12, 0, 0]], [6, [0, 11, 29, 54, 82, 100, 100, 85, 69, 59, 56, 50, 38, 37, 35, 9, 0, 0]], [6, [0, 14, 30, 53, 74, 87, 85, 80, 80, 91, 96, 82, 51, 25, 11, 3, 0, 0]], [6, [0, 29, 43, 51, 64, 83, 98, 100, 91, 85, 90, 95, 87, 61, 32, 12, 0, 0]], [6, [0, 27, 51, 70, 82, 93, 96, 95, 88, 83, 75, 66, 51, 37, 24, 14, 0, 0]]]]",,"{'Wednesday': '7AM–10PM', 'Thursday': '7AM–10PM', 'Friday': '7AM–10PM', 'Saturday': '7AM–10PM', 'Sunday': '7AM–10PM', 'Monday': '7AM–10PM', 'Tuesday': '7AM–10PM'}",,(619) 225-9691,,,,,,2020-07-22 19:17:13.532828
49,114420,CVS,Fremont Blvd. & Tamoyo St.,Fremont,CA,94536,37.567536,-122.02431399999999,CVS,"35720 Fremont Blvd, Fremont, CA 94536",https://www.google.com/search?hl=en&q=cvs+fremont%2Bblvd.%2B%26%2Btamoyo%2Bst.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+fremont%2Bblvd.%2B%26%2Btamoyo%2Bst.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/35720+Fremont+Boulevard-Fremont-CA-94536/storeid=9600?WT.mc_id=LS_GOOGLE_FS_9600,2.5,43,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 0, 3, 22, 49, 47, 53, 71, 84, 84, 75, 58, 41, 26, 15, 8, 0, 0]], [6, [0, 0, 11, 30, 46, 54, 64, 68, 62, 64, 73, 74, 60, 38, 18, 7, 0, 0]], [6, [0, 0, 10, 32, 60, 71, 61, 53, 63, 81, 90, 83, 62, 37, 18, 7, 0, 0]], [6, [0, 0, 17, 36, 56, 66, 64, 60, 66, 80, 89, 83, 62, 38, 18, 7, 0, 0]], [6, [0, 0, 7, 18, 35, 50, 58, 61, 71, 88, 100, 92, 66, 36, 15, 5, 0, 0]], [6, [0, 0, 19, 41, 65, 80, 79, 71, 73, 84, 95, 88, 65, 37, 16, 5, 0, 0]], [6, [0, 0, 10, 26, 51, 78, 92, 86, 73, 71, 77, 67, 47, 37, 27, 10, 0, 0]]]]",,"{'Wednesday': '8AM–10PM', 'Thursday': '8AM–10PM', 'Friday': '8AM–10PM', 'Saturday': '8AM–10PM', 'Sunday': '8AM–10PM', 'Monday': '8AM–10PM', 'Tuesday': '8AM–10PM'}",,(510) 792-4867,,,,,,2020-07-22 19:17:13.545494
50,105510,CVS,Rosecrans Ave. & La Mirada Blvd.,La Mirada,CA,90638,33.8973,-118.0069,CVS,"15210 East Rosecrans Ave, La Mirada, CA 90638",https://www.google.com/search?hl=en&q=cvs+rosecrans%2Bave.%2B%26%2Bla%2Bmirada%2Bblvd.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+rosecrans%2Bave.%2B%26%2Bla%2Bmirada%2Bblvd.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/15210+East+Rosecrans+Avenue-La+Mirada-CA-90638/storeid=9740?WT.mc_id=LS_GOOGLE_FS_9740,4.0,29,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[4, [0, 1, 2, 6, 14, 25, 40, 55, 67, 73, 69, 62, 55, 52, 52, 48, 36, 21, 9, 2, 1, 0, 0, 0]], [4, [0, 3, 8, 16, 27, 39, 50, 56, 59, 65, 85, 100, 84, 62, 52, 49, 39, 26, 14, 5, 1, 1, 1, 0]], [4, [1, 1, 5, 11, 21, 32, 42, 49, 53, 58, 68, 82, 93, 93, 81, 60, 39, 22, 11, 6, 3, 1, 0, 1]], [4, [0, 4, 8, 14, 22, 32, 42, 53, 62, 67, 71, 73, 73, 73, 69, 60, 47, 33, 20, 10, 4, 1, 0, 0]], [4, [1, 1, 5, 12, 23, 37, 51, 61, 66, 67, 66, 67, 72, 78, 80, 72, 55, 35, 18, 8, 3, 0, 1, 1]], [4, [1, 1, 4, 11, 22, 39, 56, 73, 83, 86, 86, 87, 90, 92, 88, 75, 55, 35, 18, 7, 2, 1, 1, 1]], [4, [1, 1, 4, 11, 23, 41, 61, 79, 90, 92, 87, 82, 80, 81, 79, 69, 51, 32, 16, 6, 1, 1, 1, 1]]]]",,{},,(714) 228-0204,,,,,,2020-07-22 19:17:13.730110
51,115920,CVS,N. Broadway & Market St.,Jericho,NY,11753,40.788743,-73.534903,CVS,"1830 N Broadway, Santa Maria, CA 93454",https://www.google.com/search?hl=en&q=cvs+n.%2Bbroadway%2B%26%2Bmarket%2Bst.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+n.%2Bbroadway%2B%26%2Bmarket%2Bst.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/1830+North+Broadway-Santa+Maria-CA-93454/storeid=9750?WT.mc_id=LS_GOOGLE_FS_9750,3.4,21,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 0, 18, 33, 52, 70, 83, 88, 88, 86, 82, 75, 60, 40, 21, 9, 0, 0]], [6, [0, 0, 11, 30, 38, 40, 47, 49, 47, 53, 68, 83, 82, 64, 39, 18, 0, 0]], [6, [0, 0, 8, 21, 37, 52, 59, 62, 67, 72, 69, 64, 81, 89, 49, 11, 0, 0]], [6, [0, 0, 11, 31, 56, 71, 72, 68, 65, 62, 61, 68, 76, 67, 42, 17, 0, 0]], [6, [0, 0, 16, 32, 49, 56, 56, 58, 64, 63, 56, 67, 88, 80, 40, 11, 0, 0]], [6, [0, 0, 17, 34, 50, 59, 62, 64, 63, 59, 63, 84, 100, 79, 37, 10, 0, 0]], [6, [0, 0, 7, 17, 31, 51, 71, 87, 93, 89, 82, 84, 93, 81, 45, 15, 0, 0]]]]",,"{'Wednesday': '8AM–10PM', 'Thursday': '8AM–10PM', 'Friday': '8AM–10PM', 'Saturday': '8AM–10PM', 'Sunday': '8AM–10PM', 'Monday': '8AM–10PM', 'Tuesday': '8AM–10PM'}",,(805) 348-3555,,,,,,2020-07-22 19:17:14.047662
53,117280,CVS,Linden St. & Main St.,Waltham,MA,2452,42.37828,-71.22384100000001,CVS,"188 Linden St, Wellesley, MA 02482",https://www.google.com/search?hl=en&q=cvs+linden%2Bst.%2B%26%2Bmain%2Bst.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+linden%2Bst.%2B%26%2Bmain%2Bst.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/188+Linden+Street-Wellesley-MA-02482/storeid=8437?WT.mc_id=LS_GOOGLE_FS_8437,3.6,14,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 6, 22, 44, 52, 39, 28, 33, 44, 54, 55, 48, 35, 21, 10, 0, 0, 0]], [6, [0, 8, 20, 39, 54, 52, 40, 31, 40, 63, 72, 58, 32, 18, 32, 6, 0, 0]], [6, [0, 10, 29, 54, 70, 77, 77, 67, 55, 52, 58, 59, 50, 33, 17, 6, 0, 0]], [6, [0, 4, 13, 28, 39, 44, 54, 64, 64, 50, 32, 40, 72, 59, 17, 1, 0, 0]], [6, [0, 2, 16, 43, 62, 59, 56, 62, 66, 63, 60, 54, 43, 29, 16, 8, 0, 0]], [6, [0, 10, 20, 35, 52, 71, 89, 100, 100, 90, 74, 55, 36, 22, 12, 0, 0, 0]], [6, [0, 13, 24, 37, 50, 58, 59, 56, 56, 62, 68, 67, 54, 33, 16, 5, 0, 0]]]]",,"{'Wednesday': '7AM–10PM', 'Thursday': '7AM–10PM', 'Friday': '7AM–10PM', 'Saturday': '7AM–10PM', 'Sunday': '7AM–10PM', 'Monday': '7AM–10PM', 'Tuesday': '7AM–10PM'}",,(781) 235-0219,,,,,,2020-07-22 19:17:14.384715
54,116660,CVS,W. Bell Rd. & N. Webb Blvd.,Sun City,AZ,85373,33.63848,-112.291265,CVS,"10720 W Bell Rd, Sun City, AZ 85351",https://www.google.com/search?hl=en&q=cvs+w.%2Bbell%2Brd.%2B%26%2Bn.%2Bwebb%2Bblvd.&sourceid=chrome&ie=UTF-8,https://www.google.com/search?hl=en&q=cvs+w.%2Bbell%2Brd.%2B%26%2Bn.%2Bwebb%2Bblvd.&sourceid=chrome&ie=UTF-8,,https://www.cvs.com/store-locator/cvs-pharmacy-address/10720+West+Bell+Road-Sun+City-AZ-85351/storeid=9217?WT.mc_id=LS_GOOGLE_FS_9217,2.8,28,,Drug store,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.","[[[6, [0, 13, 29, 48, 64, 70, 64, 57, 52, 48, 42, 32, 21, 11, 4, 0, 0, 0]], [6, [0, 10, 27, 54, 75, 80, 69, 59, 59, 63, 63, 52, 35, 18, 8, 0, 0, 0]], [6, [0, 14, 31, 55, 80, 94, 93, 83, 70, 59, 47, 35, 22, 11, 4, 0, 0, 0]], [6, [0, 21, 41, 66, 87, 96, 90, 79, 71, 68, 64, 53, 35, 18, 7, 0, 0, 0]], [6, [0, 23, 46, 65, 79, 89, 90, 81, 77, 80, 77, 60, 35, 14, 3, 0, 0, 0]], [6, [0, 12, 31, 60, 88, 100, 91, 78, 73, 77, 78, 63, 41, 20, 7, 0, 0, 0]], [6, [0, 13, 30, 53, 71, 80, 81, 76, 66, 55, 50, 45, 36, 24, 12, 0, 0, 0]]]]",,"{'Wednesday': '7AM–9PM', 'Thursday': '7AM–9PM', 'Friday': '7AM–9PM', 'Saturday': '7AM–9PM', 'Sunday': '7AM–9PM', 'Monday': '7AM–9PM', 'Tuesday': '7AM–9PM'}",,(623) 972-2124,,,,,,2020-07-22 19:17:14.424281
